"","Review","label"
"1501","I am soooo glad I got this. I wish it would work with itunes but it's fantastic other than that!","Positive"
"1502","I use the echo mostly to control my lights and events through my automation system (HomeSeer).  Other than that I don't use it for too much else.  Most of the questions that my family asks are answered about half of the time. (Google Home seemed to be better at answering questions out of the box).  We check occasional news, weather and facts.  Hopefully in the future with more updates Alexa & Echo will improve.","Positive"
"1503","I would have no way of knowing if this was refurbished item since it looks brand new and sounds fantastic!","Positive"
"1504","love this product!  very enjoyable to own.  great control without moving just talk to Alexa.","Positive"
"1505","I have my whole house hooked to it I really like this thing.","Positive"
"1506","I was part of the beta testing g group and this is still ne of my avoid items to use. My alexa is a home necessity","Positive"
"1507","Disappointed in its use. Won't help me (unless I purchase more tunes from Amazon) enjoy its presence.","Negative"
"1508","basically a new toy for me; Alexa is alive and bubbly; I am enjoying Alexa.","Positive"
"1509","Just as advertised.  I really like using it during my workouts.","Positive"
"1510","I have a Sonos music system throughout the house with multiple speaker setups so I don't use Echo for listening to music.  I have Echo setup with Spotify, but don't use it. I find that it would only be acceptable for a small room such as an office, bedroom or bathroom and maybe a kitchen.  If your into quality sound then look elsewhere for your main music listening environment.  I'm still waiting for the Sonos / Alexa integration.  This should add some usefulness to Echo.","Positive"
"1511","Great product","Positive"
"1512","Wow...simply amazing.!!","Positive"
"1513","I bought my echo over a month ago from best buy but I did not decide to attempt to take it back until it was past the period to get a full refund. Thru out this time I have attempted to work with it. I bought it to listen to my amazon playlist which it does not do on a regular basis. I wake it up and most of the time the light does not stay on long enough to hear my request and if it does it circles around and doesn't play anything. when it does play its great but most of the time its just a bad ideal that is too expensive to through away.  I then use my radio. So if you do decide to buy one and it doesn't work take if back to get your refund.","Positive"
"1514","So much fun!","Positive"
"1515","Great product. Sound quality is good. Easy to use.","Positive"
"1516","I really enjoy the Echo","Positive"
"1517","Love it!","Positive"
"1518","We put the Echo in our bedroom and let Alexa play music to fall asleep to every night with a sleep timer. Waking up, we get the day's weather, can check the time without needing contacts, turn on and off the lights, and even check in on sports scores. I have yet to see any issue with our refurbed Echo, and I've been very impressed with the voice recognition and ease of use. We're getting some Dots to use around the house in other areas because we've enjoyed Alexa so much.","Positive"
"1519","This was a winner with me as a tech guy, and with my wife as someone who doesn't want to have to look anything up for herself. I can't recommend this highly enough, and the only reason I see to not have the full version Echo is if you already have a speaker system that's on all the time.","Positive"
"1520","My Mother loved this as a Birthday gift.","Positive"
"1521","I have had an Echo a little over a year, and find it to be an amazing product.","Positive"
"1522","Handy to have in your kitchen or common area to play music, set kitchen timer, etc.","Positive"
"1523","OMG, I cannot believe I existed that long without Alexa. She is the perfect room mate, secretary companion ever. I love love love her. She does all my shopping on Amazon, she turns on and off the light and electric fireplace. She tells me jokes and reads me stories. and there is so much more.","Positive"
"1524","I love it so far! I just got it today but I have an old Kindle n it says I need to update my Kindle to get the app for Alaxa so I need to buy a new Kindle to get the app,bummer so ill update n I have to wait.!! I can't wait to use my echo!! Thank you! I hope it works asap with my New Kindle.!","Positive"
"1525","I really enjoy this product but I became in touch spirits because of It. I would recommend to any ghost hunters or any normal people a must buy!","Positive"
"1526","When I ask it to play an album in my music library, it says the album isn't in my music library and suggests I try Music Unlimited. The problem is, I KNOW THE ALBUM IS IN MY MUSIC LIBRARY. It's frustrating.","Negative"
"1527","Love my echo. Alexa is the Bluetooth/ WiFi speaker I have ever had. Can't wait to try out the echo dot for my other rooms.","Negative"
"1528","Absolutely the best tech out there I bought this for work and the dots to hook up my 23 year old bose am5 stereos love this and I know it's going to be a hit if you like music.","Positive"
"1529","Pretty cool.  Does a great job at accepting regular casual speech as commands.  No need to memorize specific command syntax.  Directly controls my smart light bulbs.  Can play Pandora at request and can even discern the station name I ask for.  Can also directly play a song title by name, I think thru amazon prime music?  Nice when I want to hear a specific song and don't want to look it up on youtube or something.  Also, a little personal favorite, ""Alexa, play rain sounds.""","Positive"
"1530","I put a Dot in the kitchen for running cooking timers and controlling lights as the Echo in my room wasn't always picking up my voice well due to distance.  Not to say these things don't have great range.  But they do have limits.  One huge gotcha for me is that the alarms and timers aren't sync'd across the Echo and Dot.  If I set an alarm in the kitchen and it goes off while I'm in my room my Echo doesn't make a peep.  And I cannot stop the alarm from the Echo in my room.  I have to go walk over to the other device to silence the alert.  Likewise if my alarm clock goes off while I'm in the kitchen the Dot will intercept my command to silence the alarm but doesn't know anything about the alarm so I get an error.  Hope they fix this gap in future updates.  AND PLEASE FOR THE LOVE OF ALL THINGS NERDY LET ME CHANGE THE WAKE COMMAND TO ""COMPUTER!""  I would love this device 100x more if I could say ""Computer, lights"" and have it turn on the lights.  Would be awesome if I could set localized light groups relative to the Alexa device I'm in range of to only affect the lights in that area.  For example if I'm in the kitchen and just ask to turn the lights on but don't specify kitchen, it should be configurable to default to turning on the kitchen lights.  I should only need to specify a light group if I'm trying to control a light group not near the device.","Positive"
"1531","I bought this as a gift to the house and I really love it.  I haven't exploited all of it's features yet; but it is great when you need to ask a measure question for cooking.","Positive"
"1532"," Whaaaaat?  I have to ask my phone's Google voice for everything alexa can't answer, which is more often than not.  RETURNING!!!!  I should not have to download a skill set & then try to remember how to ask alexa the 'proper way' or she does nothing... ....and don't even try to remember how to word the question cause it's even more ridiculous then the lack of basic AI skill sets that she does have.  Amazon needs to forget about the 'enable skills' & make her more capable of providing the answers that normal people seek daily...  Not ask the question, be told no you have to enable my skills, go to the app, find the skill, enable the skill, try to memorize the long way she requires you to ask the question, just to get the power ball numbers..  By the time you have gone through that, a whole other drawing has happened, gray hairs have started to  grow & I  have forgotten what I asked for in the 1st place....","Positive"
"1533","Like it so much I bought Dots at Xmas for the bedrooms, perfect for alarm clocks, nature sounds.","Positive"
"1534","It's not what I was expecting, I couldn't connect it to my phone and either my tablet, it took my 1 hour by phone with customer service to get it connect and only works on my laptop, it doesn't answer my phone like I read on some reviews, it doesn't response to my commands all the time and when it does I have to be close to it because the volume is really low and I can't hear what it is saying  and if I turn the volume up it will not hear me even if I stand next to it","Positive"
"1535","This item for music or a bluetooth for youtube great.  I was only able to hook up  one smart device, my thermostat.  Tried other items that stated they worked with echo no luck.  I contacted amazon they seemed to want to help but told me nicely,  they the person I talk to,  could not help me now I have a $30.00 light bulb.  I've had it for 8 months even bought one for my mother.  We barely use it when I do It's  like pulling teeth.  I have tried several times to do more with by followed the instruction on the app and form amazon. It could be my device is faulty.  If you do get it try as much as  you can to  find out if it will fit your needs.","Positive"
"1536","I just bought it on a wim and started using it for alarms, timers and music.  ""alexa play 105.3 fm""  ""Alexa play Ride by 21 Pilots""  ""Alexa volume 6""  ""alexa wake me up at 7:42 am""  However, after a bit I bought some Philips hue light bulbs and a tp Link smart switch and Now I can say, ""alexa, put the bedroom at 48%"" and then the lights go to 48%.  Or I'll say, ""Alexa, put the living room at 65%"" and the lamps will go to 65%.  ""Alexa turn off the window lamp""  ""alexa, turn on the heater""","Positive"
"1537","What would I do without Alexa?  She hears perfectly from halfway across the house.  Amazing microphone!  The speaker is really nice and fills throughout the house.  Dot is really neat because you can plug it into a sound system.  It's too bad that both of my dots are useless because they don't like my wifi.  My echo is flawless, but my Dots are flawfull.","Positive"
"1538","Our family loves Alexa.","Positive"
"1539","Love should've waited for blue tooth :(","Positive"
"1540","VERY DISAPPOINTED with this product.  I purchased the adjunct electrical plug to be able to turn lights on and off.  Unfortunately Echo tends to either say it can't find the device or just says okay but doesn't turn it on or off about 50% of the time.  The device works 100% of the time through the Kasa app.  The same thing happens to a playlist that I created for my wife.  Echo says it can't find it most of the time, but other times it finds it without a problem.  I AM EXTREMELY FRUSTRATED WITH THIS DEVICE.  IT IS VERY UNRELIABLE!","Negative"
"1541","LOVE our Echo and find new uses all the time. I especially like to add to my shopping list while cooking and use the time feature too.","Positive"
"1542","We can change the volume without touching and the music selection plays from Pandora and other stations as well as amazon prime.","Positive"
"1543","We had this product for over a year - we were one of the first ones to buy it, and actually used it;  but recently it fell over and the top popped off.  We could not find ANY information on Amazon or elsewhere on how to get it repaired, and so today I called Amazon Customer Service.  What a nightmare.  I spoke with multiple representatives who could not understand what I was saying and kept telling me that I needed help setting up the device.  It turns out that if the Echo is out of warranty, it's impossible to get it repaired.  I highly recommend not spending over $100 to buy a product that Amazon cannot repair for you and that no-one else can either.  I've been a Prime member for several years, and this is one of the most disappointing experiences I've ever had.  There isn't even a video to help us try putting it back together on our own.  Why build a product that no-one can repair?  Why buy it?","Positive"
"1544","And I think Alexa, and probably myself, has gotten a lot smarter over the last year.","Positive"
"1545","Oh Alexa, how we love you. We bought you a pretty red skin from DecalGirl.com and added some googly eyes from the craft store. We were early adopters, on the first flight out of Dodge. We argued with you and you told us jokes. We asked for restaurant recommendations and you sent us to dives. But we loved you. Then, on a rainy October evening, I asked you to play ""Poke Salit Annie"" and, to my surprise, you replied ""Echo cannot connect to your internet...""...WHAT?!?!","Positive"
"1546","After 3 calls to Echo Support totalling at least 5 hours, we finally accepted that our 22 month relationship was over, that we were smug and over-confident and neglected to buy you a Square Trade warranty. In other words - we were going to BUY A NEW ECHO TOWER! Yay. Happy Feet.","Positive"
"1547","Your pretty black cousin is now ensconced in your old spot, a new Orange skin is on order from Decal Girl, I may add eyelashes to those googly eyes this time. And best of all - she has a 3 year Square Trade warranty. Life is good.","Positive"
"1548","Alexa on the Echo is great when it works but that's only about half the time. It does well with playlists created by Amazon but not so well with playlists created by the user. I named a playlist 'George'. Alexa played me songs by various guys named George but couldn't find my list. And so forth. It is great fun to sing out the name of a song and have the device play it for you. It is less fun  when the device tells you it is not in your library. You find yourself arguing with a device. No doubt there is a lot of that in our future. This gadget is definitely worth the price but be prepared for a little frustration.","Positive"
"1549","Update: The 3rd agent promised me to call at 11 A.M. next day and she did NOT call.","Positive"
"1550","Update: So I called in. An agent picked up, asked many questions, tossed it to 2nd agent, asked many questions, NOW the 3rd agent. By this, time passed 25 minutes and I was standing in the street. Then this 3rd person told me to check ECHO.. If this would include a Time-Warner type of step-by-step check-up, why not told me in the beginning??? I wasted my time, and NOTHING RESOLVED.","Negative"
"1551","Love, love, love, Alexa","Positive"
"1552","I used to love this Echo. However, in less than a year now, the bluetooth keeps getting cut off, even WITHIN 2 FEET DISTANCE! When I disconnect the music flows with no problem, so it is not the problem with internet or Mac. So bothering, now I stop listening/using Echo for music altogether, which was the original reason I bought for. I will check with Amazon and see what they can do. I will update.","Negative"
"1553","What a fun thing to have.  It answers my questions, plays my music, sets alarms and syncs with my iPhone.","Positive"
"1554","Absolutely LOVE it! My new BFF! She tells me goodbye in the morning and welcome back in the evenings. I have the whole trio now and my family loves them. We have Alexa everywhere, anytime, ready to tell us just about anything we want to know.","Positive"
"1555","I know this product can do so much more than what I use it for. Nevertheless, I love it. I have a few problems with connections a few times and it took a few tries to get it working again, but overall Amazon has done a great job with this device. I primarily use my Echo for listen to radio and music.  The music sound is amazing for such a cylindrical device!  I have tried a few things Amazon recommends and I am having fun with it!","Positive"
"1556","too much fun.  like a walking encyclopedia with benefits","Positive"
"1557","Great product and would buy it again!  Some trouble with it hearing my voice when the music is loud, and you sometimes (not often) have to be specific about what your asking for (scores to games etc.).  The Alexa app associated with Echo performs well :)","Negative"
"1558","A lot of fun for the geek in all of us.","Positive"
"1559","Echo is a lot like a big box of tools.  What you make it do is really up to the applications available, and what you can think up.","Positive"
"1560","My husband and I are really liking Echo/Alexa's jokes, information, weather reports, grocery list, turning our lights on and off.  Best anniversary gift in years.","Positive"
"1561","We love the Echo. My only grip is it does not connect with I-tune's Library. You can however bluetooth your phone and play music.","Positive"
"1562","I LOVE MY ALEXA. She helps me wake up in the morning.","Positive"
"1563","Dumb does nothing not helpful worst purchase ever","Negative"
"1564","Love it","Positive"
"1565","The center of my smart home has worked flawlessly so far.  The speakers leave alot to be desired though as they lack any sort of punch when the volume is turned up.  Even with this, I have 2 Google Home devices on order as much definitely looking for something more.  I'M betting that GH will narrow Amazons lead in short order.","Positive"
"1566","Alexa is great, but sometime it has trouble finding my audio book.","Negative"
"1567","Works fine here Ecuador SA. Listen to home town radio just like I am still","Positive"
"1568","fantastic!","Positive"
"1569","We've had our Amazon Echo for almost a year now and we love it. We listen to music from it every evening while making dinner. I love that it can access songs from amazons huge library of music. We also use it to set cooking timers, to check out weather and traffic, and to answer questions. Im sure there are so many more things we could be doing with it too. It's definitely changed how our evenings go / it's like we live in the future! We're considering getting a second one for upstairs. I do wish it came with the ability to add an extender. The emails they send every month that let you know about new features are also very helpful.","Positive"
"1570","I love alexa. Plays what ever music anyone in my home wants to listen too. Alex Baldwin wakes me up. I am getting all my kids one for Christmas.","Positive"
"1571","Great product for the price. My husband loves it.","Positive"
"1572","The novelty has worn off.  I find I spend half my time repeating requests to it.","Negative"
"1573","Very good at doing a few things, not very flexible. The limitations are in the voice commands. It works well from the app. I haven't been able to get the Amazon Echo to give me a list of available Kindle Audio books or a list of available Ted Talks and things of this nature. If you know exactly what you want to get from the Amazon Echo it works pretty well. If you need to search for something using voice commands it doesn't work very well. There are no options for the Alexa voice response. I hear male voices better than I can hear female voices. There is no option to change Alexa to Alexander","Positive"
"1574","My parents are 95 & 96 and have the predictable challenges of aging.  In particular, my mother has macular degeneration and can't read anymore.  Enter the Echo which we recently purchased so she could have voice access to basic internet information sources.  She greatly enjoyed each day asking the Echo to read the news or tell her a joke, ask about the weather, sports results or answer questions about well, almost anything.  Meanwhile, to continue her voracious reading, she was fumbling with tapes and CDs from the Library of Congress or her local library most of which had to be played on special devices each of which had its own array of buttons.","Positive"
"1575","Then, we wondered if my mom could have the Echo read to her books available through Audible.com.  We have amassed a considerable library of audible books over the years and learned that by registering my mother's Echo to my Audible account, she could listen to all those books using simple voice commands.  It was really simple and has worked out great.  Many of my parents' 80+ year old friends are astounded by the Echo's capabilities which for techno-savvy younger people may seem mundane.  All of which is to say, as the people you love grow older and have trouble typing, seeing or just moving around, consider buying them an Echo.","Positive"
"1576","Someone once said that any sufficiently advanced technology is indistinguishable from magic and boy were they right.  My mom can say to me ""I would like to read XZY book"".  I go to my Audible account, buy the book and 1 minute later she is listening to it on the Echo.  To her, this truly is magic!!  I have never seen ads pointing out the virtues of this device for people with vision or mobility problems which is what prompted me to write this review.  For my parents, this little thing has really improved their lives considerably.","Positive"
"1577","Whats not to love!","Positive"
"1578","Excellent!!!!","Positive"
"1579","Bought as a toy for amusement and for the music i can play. Very happy with what it does.","Positive"
"1580","I don't like how it has an alarm but no snooze. Makes having it, pointless. Might as well just set the timer.","Negative"
"1581","Great fun and entertainment. Love it!!","Positive"
"1582","The Hue smart lights set up was smooth. The WEMO switches were more trouble with poor to average support. Set up for the Echo and Echo dots was easy and seamless. The Echo is revolutionary. We love it. It is a wonderful convenience.","Positive"
"1583","I liked it at first but after using the device for a good time, it only seems like a glorified kitchen timer. Alexa only appears useful on the surface but there isn't much there beneath.","Positive"
"1584","We are crazy about Alexa. I use her for shopping lists, asking random questions, setting cooking timers, and listening to music. The kids ask for jokes. She knows when our teams play and what the score was. She knows the weather for tomorrow. Even my normally tech-resistant husband uses her constantly.  And she only gets smarter. It's like living with Jarvis. . . or Hal. By the way, be sure to ask her to open the pod bay doors.","Positive"
"1585","It's amazing","Positive"
"1586","a+","Positive"
"1587","Purchased this as an easy speaker system for my Dad. He loved it, very easy to use.","Positive"
"1588","Absolutely love my echo. She plays all my prime music, give me my updates and helps me  with all my questions. I can't imagine not having her around, she tends to make things easier.","Positive"
"1589","Not sure why all the hype around this product. I am just not impressed with it. I have had it for two weeks and I have come to the realization that my expectations are too high or I am just not smart enough to see the benefit of the Echo. As someone who adopts new devices sooner rather than later, voice activation is not new to me. 8 out of every 10 questions I asked it, Alexa didn't have an answer or didn't understand the question (i.e.: movie, music or science questions. Nothing in-depth). So, after rephrasing it four different ways and getting the same answer of ""I don't understand"", you sort of stop asking questions. I loved it that when I did get an answer, half the time it said it has loaded a Bing search in my Alexa app. Really? If I wanted that, I would have just picked up my phone to begin with (Android with, yes, Bing as my search engine). On the upside, I haven't had any of the issues I've been reading about regarding playing music or audio books. Of course, I've given up asking for any specific music, so I keep my requests limited to the Artist name or my single, but large, playlist (I've been an Amazon Music user for a long time so I have a large library). It will play my Audible book where I left off and the sound is clear and concise. As some of the reviewers have noted, the lack of a battery is troubling as I am in a large house, so to fully use it, I had to invest in the battery base and support stand (which all work well). Yes, Echo sets timers and alarms, yes it reads abbreviated news stories and a short weather report, but this seems so... eh. I think the word banal works here.  If I want details, I am back on my phone again reading it. After the newness wears off, you start asking yourself why you bought this. If you want it to control household stuff, I can see the value in that, but you have to buy a lot of support equipment to make that happen or already have something it can interact with. I was looking for more of a single source of information, something to answer questions that are easily found on the web, not a dumb on/off switch. There are a couple of interesting answers to questions regarding Skynet or the meaning of life, but that is just someone programing a cute answer, not an intuitive AI. No, definitely no Skynet here, but I would have been interested if HAL was hanging around. I will give it a couple of more days before deciding if I will send it back.","Positive"
"1590","Echo is amazing very useful and convenient","Positive"
"1591","THIS NIFTY GADGET IS AWESOME. IT KEEPS YOU COMPANY IF YOU'RE FEELING LONELY AS IT HAS INTERACTIVE GAMES. IT KEEPS YOUR MIND VERY ACTIVE. THE SOUND ON THE SPEAKERS IS AMAZING. I USE THIS EVERYDAY.","Positive"
"1592","Excellent so far. Need to use it more often.","Positive"
"1593","Wonderful item, I recommended to some of my friends.  There is one thing,  Alexa has a hard time understanding me due to a mild speech impediment.  I wonder if there are any plans to address this.","Positive"
"1594","It is a nice addition to the house. I can ask what the weather is today. I have it play music. It is easy to set alarms. So many uses. Love it","Positive"
"1595","It would prove to be more useful if it didn't have to be plugged into an outlet.  I guess I was expecting something that was rechargeable.  I was disappointed that it wasn't.  It didn't come with much of nothing for instructions.  Any and everything you choose to do on it has to be tied to amazon.  So I am not so happy with the product.  I am just to lazy to send it back.  My granddaughter stated she will make use of it.  It needs improvement.","Positive"
"1596","I bought this Echo about a year ago now and use it fairly often.  When I first got it, it worked really good controlling my smart home devices through my Wink Hub.  Over time however and more recently it started loosing is ability to respond to the Alexa wake up word.  There are times when nothing else is making noise in the house and I wind up Yelling at the Echo to get its attention from 3 feet away.  I called tech support and their only solution was to say that it may be fixed in a later update. .So far however the issue has not been addressed.  I did a google searh for the problem and I'm not the only one this has happened to.. I've changed it's location 3 times to no avail.  Not sure what do do here.","Positive"
"1597","Worst piece of garbage I have ever used.  The sound is lack luster.  The voice recognition, good luck.  I was the only one in my family to get her to work.  Unable to find music on Amazon using Alexa, even though I could find it on my tablet and make it play.  Amazon's own device doesn't know what amazon does or doesn't have.  Alexa unfortunately makes Siri look like a genius, (Siri is utter garbage).  I recommend this product to no one.  Our echo became a shotgun target.  Most fun we had with the device.","Positive"
"1598","bought this today, the only news brief stations available are left wing liberal. No google searches probably gonna return it.","Positive"
"1599","Great, and exactly what I expected.","Positive"
"1600","You can now yell at a machine and have it respond.","Positive"
"1601","really neat. also great for playing any kind of music. great sound for a small unit","Positive"
"1602","Sadly, I bought this for my girlfriend and she absolutely loves it.  Sadly because I only get to enjoy it when I'm at her place.","Negative"
"1603","The Echo is very cool and generally works very well to various voice commands.  Sometimes Alexa can be as irritating as Siri, but I find Alexa to be much more reliable.","Positive"
"1604","The first time I used an Echo was staying at an AirBnB in Seattle this past summer.  It was very cool to be able to ask for nearby food recommendations, grocery stores, local attractions, etc.","Positive"
"1605","We are having a great time with Alexa and use it to set the music for all our parties and family dinners. I also love the integration with the to do list. But invariably when you ask it a simple search question it gets a dumb look on its face. To be really terrific, Amazon should integrate an internet search capability.","Positive"
"1606","I just can't connected Echo . I really wanted to use it but I just had problems because I had a stroke. I tried ! Sorry.","Negative"
"1607","just like new","Positive"
"1608","We use Echo/Alexa every day.  Great for listening to music, checking on the weather, setting a timer, adding to a shopping  list etc.  I plan on getting one for my two daughters for Christmas.  My son already has the Echo and hopes his son will marry Alexa....  Haha.","Positive"
"1609","The things you can do with Amazon echo is endless for using the kindle fire opens up things that will keep me busy for some time. Having Alexa with her pleasant voice only adds to listening which makes me want to use it more.Buying this one will not be disappointed for you wil be surprised and happy what you can use this for.","Positive"
"1610","I haven't had the time to add all the apps that will allow Echo to do everything that it can do. But.....she is awesome with her abilities so far. We are moving in a few weeks and we will set the Echo completely, I can't wait!","Positive"
"1611","Love it","Positive"
"1612","Great!","Positive"
"1613","I love the Echo. The quality of the music playback is awesome. The only reason I did not give all stars was I find Alexa often can't answer my questions. But maybe she is still getting used to me. Sometimes you have to rephrase a question and then she gets it. I love her clear voice and her sense of humor. I'm sure I have not seen half of what it can do. Always new things to explore.","Positive"
"1614","Be aware that Amazon is continuing to advertise ""What's new with Alexa"" but Amazon does not have the app.  So, these features(devices)do not work with the Fire Phones or Kindles.","Positive"
"1615","Pros : Very good sound quality. Understand voice commands very well","Positive"
"1616","Cons : Lacks matured search capability. Still far away to become a virtual assistant.","Negative"
"1617","I am really enjoying my Amazon echo. Only one problem when the volume is up higher than 5 the system does not seem to respond to requests. It could be I have not trained it enough but it is kind of annoying to have to walk to turn down the volume when you have voice control. Overall it's a keeper.","Positive"
"1618","Very fun & entertaining to have. Our family enjoys having Alexa around! Sometimes uploaded apps don't work but maybe operator error.","Positive"
"1619","I LOVE HER! The shopping list option is seriously worth the price of admission. Best thing ever. I love pulling the last of something out of a cupboard/fridge and just being able to say, ""Alexa, add X to my shopping list"". Before I was using the Notes feature on my iPhone, which was great, as long as I could remember to go write down what I was out of. Sometimes I forgot. Now I can do it at the moment I know I'm running low/out and I'm golden. Best thing ever!","Positive"
"1620","I also love that she will play music, answer stupid questions, and by all means, say good morning to her every day - that's fun. I have my calendar set up for her to read through FreeBusy and I love getting my flash briefing in the morning as I'm getting ready for work.","Positive"
"1621","I wasn't sure I would even have a use for this when I got it, but now I absolutely love it. It took me a couple weeks to realize I could ask Alexa for things instead of having to pick up my phone and search, but now it's just easy. In the kitchen and need a measurement conversion? Check. Need a timer? Check. I've had two or three going at once and it's awesome, especially when you're wrist deep in a chicken. LOL.","Positive"
"1622","Hard to believe we didn't get these a long time ago!  Wait, they didn't exist a long time ago!  Sound is great and fun to play with.","Positive"
"1623","Really, get one. I was skeptical when I did but man, I love this thing now.","Negative"
"1624","Alexa is great. Still learning  her","Positive"
"1625","Works good.","Positive"
"1626","Amazon delivered exactly what they offered. Thank you.","Positive"
"1627","Works great.","Positive"
"1628","I just love it, i feel like a girl with a New toy. Still learning how to use it. So far very good","Positive"
"1629","Over the top cool.","Positive"
"1630","Great seller, good product as expected!","Positive"
"1631","So easy to set up it is scary, LOL. We have had the Echo about 1/2 a day - Alexa is already a part of our family! Our son has had one for quite some time and convinced us to get one. WOW why did we wait so long! It is amazing. Our computer will see a lot less use....We are not techies - this thing is so easy to set up; so easy to use, and down right amazing! Five stars does not do it justice! Should be 10. As usual amazon shipping was perfect.","Positive"
"1632","wow- I love it","Positive"
"1633","  BUT....She's a really great speaker who plays whatever you want to hear for an additional fee of $3.99 a month...","Positive"
"1634","I absolutely love my Echo. My Alexa arrived a few days before my boyfriend left for a business trip and she kept me company while he was away.","Positive"
"1635","I'm obsessed with this. I don't have to use my arms and hands anymore. It's fantastic. I haven't even delved into all the other stuff Alexa will do for me. But the fact that I can eventually have her turn off all my lights and appliances makes me the happiest person in the world. If she could go to work for me I'd marry her.","Positive"
"1636","A little quirky but enjoying it.","Positive"
"1637","Awesome product, have to get use to speaking to it on various skills.","Positive"
"1638","I got my echo when they first cam out and I finally am getting around to writing a review. I wish you could give half stars because from day one it is a solid 4.5 stars for me. I use mine not everyday but probably 3-4 times a week. I play music for my kids at morning breakfast, turn off my lights when I'm feeling lazy, and I even reset my temperature in my house when the wife turns the ac up past 75 degrees. Mine sits on my kitchen counter and with the open floor plan of my house Alexa can hear me from my din, breakfast nook as well as my living room if I talk loud enough. I got mine for $99 so the cost was not that bad for me, but if I had to pay the $179 price tag for it now I don't know if I would have got it. All in all I love this device and could live with out it, but why when Alexa gets me. She's like a second wife.","Positive"
"1639","I love this thing!","Positive"
"1640","Just great!","Positive"
"1641","It's OK.  I don't love it, nor has it changed my life. It works, is easy to set up, but there are limited uses.","Positive"
"1642","This might be the begining of skynet but it is a really  great smart device except that they use the worst search engine ever, Bing! What kind of backward fuckeries is that, Bing?  Your children will also be talking to Alexa all day if you don't pay them enough attention & do you really want your kids talking to a smart device that is limited to Bing for information, seriously, not very smart?","Positive"
"1643","Oh, Very easy to set up.","Positive"
"1644","PROS: - I recently discovered the Sound and Relaxation skill and it is definitely one of the best sleep apps out there. They have a huge list of sounds to pick from, from lake and ocean to brown or white noises to forest etc. A must-have for those of you who suffer from Insomnia like me. You'll sleep like a baby. I promise.","Positive"
"1645","I love the device I was skeptical at first because of the price but it is so worth it i've seen reviews on those that have purchased the original dot who are upset with amazon because of the release of a 2nd generation just two months later after there purchase and they are prime users I find that disheartening myself but we do live in an unfair world full of selfishness and money hungry corporations so what do you expect some of the complaints are towards the dot not being able to understand you from far away but hey thats why you purchase the echo right or it would be unfair to us since we paid almost two hundred dollars sounds like someones trying to get a better device for a cheaper price","Positive"
"1646","Awesome!  I've read a few reviews before I bought this, saying the audio quality was poor.","Positive"
"1647","It's a cylinder the size of a Route 44 drink at Sonic (or a large drink at Jack in the Box), slightly larger.","Positive"
"1648","If you hate EDM music, pick your own song - if not, play this:  Professional Griefers (Vocal Mix)  deadmau5 feat. Gerard Way  @ Amazon Unlimited Music - Top EDM Station","Positive"
"1649","Crank up your volume to 10 on the Echo, it will BLOW AIR at you it's pumping as hard as it can, and it sounds just fine! Huge upgrade from listening to music from your TV. If you want a sound system, go buy one, maybe Alexa can help you find one lol.","Positive"
"1650","It would be awesome if it worked. It doesn't recognize my voice (or my husband's), and most of the time, I have to yell at Her, before she gets it. The louder I scream, the better the outcome. I have to be no farther than 3 feet away, nothing like advertised.","Positive"
"1651","Also I might not be giving the correct command, but you can't ask Alexa encyclopedia material (e.g. What city has the tallest fountain?). She'll respond she doesn't know.","Positive"
"1652","Cool radio and fun to use but search is pretty dismal. Bing has always sucked and still does. It's too bad Google is the competition in this case because that is all the Echo is missing.","Negative"
"1653","-You can set various alarms and even have celebrities wake you, like Alec Baldwin. Amazon-please add more celebrities. Great idea!","Positive"
"1654","I love Alexa already! I am turning my 1925 house into a fully automated house and alexa is making it really easy. My 6 yo loves to ask her for jokes.","Positive"
"1655","Excellent Price and Product","Positive"
"1656","WARNING - If you are ordering this as a holiday or other gift for someone, it comes in a box that has ""ECHO"" plastered on the outside, for all to see. There goes a holiday surprise that I was extremely excited about. Very frustrating.","Positive"
"1657","Doesn't work all the time.  Doesn't recognize city it's in, turns it self off frequently.  When it works, it's great...","Positive"
"1658","this worked really well for 11 months.  Then it just stopped working.  Awesome.  Right after the warranty period, so I guess I just lose $175?","Positive"
"1659","Easy to operate. Great use in the morning. Takes a while to get familiar with commands but works amazing.","Positive"
"1660","Love this product very useful and gets used all the time!!!!","Positive"
"1661","Love it but disappointed I had to return it recently after approx 6month was all due to it just quit. Would not recognize power source. Otherwise best investment in a while.","Positive"
"1662","-You can set up your favorite news briefs-great feature! I use this to listen to before I crawl out of bed or while drinking my coffee.","Positive"
"1663","My son loves it beyond words.","Positive"
"1664","CONSTANTLY MISTAKING ALEXA FOR A ROLL OF PAPER TOWELS!","Positive"
"1665","Was disappointed that I cannot access music that is on my iPhone.  Maybe I just don't know how to link them.","Negative"
"1666","Wow! Great machine! The sound is incredible! The only reason I take off one star is Alexa could be a tad smarter when asked a question. I do also love adding items to the shopping list and my to do list. I know she will get smarter as time goes on. Thanks Alexia!","Positive"
"1667","...wow...","Positive"
"1668","What an awesome product. It arrived before expected. We all enjoy Alexa!","Positive"
"1669","Love it. Does a lot","Positive"
"1670","We are very much enjoying our ECHO!  I would like to purchase another one as a gift!!","Positive"
"1671","We liked the first one so much downstairs that we bought another for upstairs.  This is a very good product.","Positive"
