"","Review","label"
"803","love this thing","Positive"
"804","KInd of neat to be able to just say Alexa, what is the weather and have her tell you. I can tell her to adjust the temp in the room as I have the next. Best, with Amazon music tied in, I can ask her to play any music and most of the time she gets it spot on.","Positive"
"805","Love it! Easy to use and set up.","Positive"
"806","Awesome","Positive"
"807","Nice product, but misses the mark for business use. I purchased with the hope of using as sort of a personal assistant for appointments and such.  Voice recognition is above average edging out SIRI and CORTANA just a bit.  While it was easy to set simple appointments, anything with in depth notes requires you to edit the meeting with conventional methods.  Also, it lacks the ability to verbally remind you of appointments and will not label alarms.","Positive"
"808","This is great for visually impaired people really works great","Positive"
"809","Alexa is the best companion anyone could have.","Positive"
"810","Absolutely love our alexia. Just yell it out and she can do it. Perfect for our shopping lists.","Positive"
"811","My echo is going haywire. It's turning on when I haven't even uttered its code name. It's been very frustrating to call out to the device and not get a response, I've even walked all the way up to it and have raised my voice several times, to no avail. This is happening too offend, I just can't figure out what's wrong. After watching some You Tube reviews, I have noted that other people are having a few issues with Alexa..... however, not to the extent that I am experiencing. I got a dot... so far it's doing what it's suppose to do..... I also have the echo tap..... just got it..... so far I would have to say that it doesn't always get the requested music right, therefore I acquiesce to what ever or I try again.... and, again.... or I'll just change my tune.","Negative"
"812","I've only had Echo for a few days, but am already learning to like it very much.  It still has a few shortcomings, but hopefully its data base will improve with time.  For example, today I asked Alexa if my wife's flight had departed on time for home and she couldn't understand the question, even though I repeated it for her.  (I fired up the computer and looked up the answer for myself.)  Perhaps one of the next things they can add to Alexa's data base is access to various airlines' sites and their schedules.  The same could probably also be said for Amtrak and Greyhound schedules, so those who travel by ground can keep updated as well.","Positive"
"813","Have wanted one for some time and when the price was reduced I JUMPED on it ~ feel like I'm truly in the 21st. century now.  Love the white ~","Positive"
"814","First, I don't understand the people who write reviews and leave a few stars off for features that knew were not available when they bought it. Read the reviews, descriptions and questions before you buy. I love my Echo, which I purchased on Alexa's second birthday. I had been on the fence, but after seeing everything my Echo can do, I'm sold for life. If you live alone, Alexa is a wonderful companion. The sound is awesome, and I've been spoiled by Bose sound systems, so if you are a music lover, I think you will be pleased with the sound and the variety available from Amazon Music for 3.99 per device, or 7.99 unlimited.  I play Jeopardy, trivia, set alarms, timers, listen to the news and weather and a lot more on my Echo. I'm so thrilled with the Echo, I'm contemplating buying another one or an Amazon Tap to take with me. I also ordered the Phillips Hue package as an AlexaDeal, so be sure to ask her what her deals are, you can get some nice discounts.","Positive"
"815","Alexa has no problem understanding my voice, and I'm very soft spoken with a slight accent, so you should have no problem either.","Negative"
"816","I'm totally thrilled with this purchase and I love the skills, I hope more developers come up with new ways to use the capabilities of Alexa. She rocks!  If you're on the fence like I was, jump in! You will adore your Echo!","Positive"
"817","LOVE ALEXA!","Positive"
"818","i need a really like it star cause i don't love it but really like it.still learning what all it can do","Positive"
"819","Right now I mainly use it for news and to play music. As my home becomes more 'smart', I'm sure I'll use it now for that. You need to ask your questions in a pretty specific way or you get the annoying ""hmm, I can't seem to locate the answer""","Positive"
"820","Love my echo dot but was looking for something the would sound a bit better and eliminate one device (Sonos Play 1) from my kitchen - so I ordered a refurbished echo.  Sadly it arrived UN-refurbished with a stuck/dysfunctional mute button.","Positive"
"821","Amazon was kind and offered to exchange it but I was concerned about the quality at that point.  Returned.","Negative"
"822","Best gift I've bought myself in years!","Positive"
"823","I use and enjoy my Amazon Echo every day. It has a few quirks like sometimes when I am within ""ear shot"" Alexa does not respond, but more importantly I want to sync my itunes music library with Echo and cannot seem to make it happen. I would love it if this could happen.","Positive"
"824","Awesome product with continuous support and updates.....what is there to complain about?? As long as Alexa does her job and the functionality continues to hold up the five stars will continue as well","Positive"
"825","I love to play music from the Echo.  The sound is wonderful.  My grandson enjoys playing What's That Animal.  I just pictured plugs to control my lights with Alexa.  I haven't tried them yet.  They are always improving this product.","Positive"
"826","Not as much utility as I expected.  I can't remember the stupid phrases to get it to use other apps.  I can't tell Alexa to add songs i ask her to play to my music list.  I can't get her to search outside Amazon for songs.  It keeps trying to force you to buy songs that i can listen to for free elsewhere.  There is no utility to customize how Alexa answers you.  I want her to greet me when I come in or call me by my name when I sak her to do something.","Negative"
"827","I became interested in Echo when I saw a video posted of a guy who wired and programmed his Echo to interact with Billy the Bass.  I program as a hobby and a profession, and I love to mess around with libraries for different programs and appliances and create applications to tailor my specific lazy needs.","Positive"
"828","The Echo out of the box has a few useful features such as inquiring about weather, news, sports, shopping lists, random trivia, playing music.  It's greatest appeal to me would be it's connectivity with controlling smart appliances (such as your thermostat, lighting, TV and other gadgets).  I've always wanted a, ""Home of the Future"", where I could simply say voice commands to get results.","Positive"
"829","Does a pretty good job.","Positive"
"830","While that is a possibility, the Echo still has many things to be desired, and is still a long way from a necessity.  I think I would have trouble convincing my parents and other less tech savvy people that the Echo is for them and it's hard for a regular person to get excited about it's potential usefulness, but for the money, you at least get a really nice speaker you can play music on.","Positive"
"831","I love my Amazon Echo!!!","Positive"
"832","Excellent condition and fun to use","Positive"
"833","Our second Echo. This one, a refurb, to take advantage of the discount. This will be used in the workshop. Our first Echo is temperamental but for the most part it is a valued part of the household for weather updates, the news flash, and Sunday morning music. This 2nd Echo connected smoothly. Out of the carton, plugged in, opened the Alexa app on my phone, followed the steps, and we were in business. Hopefully this one won't have connection problems. If it does, they are easy enough to reconnect.","Positive"
"834","Had considerable difficulty linking to an I Phone.  Instructions could have been more complete. Had a friend who had one in operation who helped and connection was made.  Once in service, it has been amazing, almost unreal.  Robust sound, very intuitive.  Hope to add features such as light controls, etc.  Great gift for my bride.","Positive"
"835","Enjoy communicate with Echo","Positive"
"836","One word.  AWESOME","Positive"
"837","Working on how to phase a question that the Echo understand!","Positive"
"838","I have contacted Amazon about the fact that my ECHO can't understand 90% of what I say when I ask for Music. It says I don't own that album, it's never heard of that album, it offered to play a Marriage song by some Orchestra when I asked for a Blues album. It plays Bruce Bruiksma ""When I left home"" everyime I ask for Devon Allman and various artist to play the album ""When I left Home"" It can't find the Album I own. The same is true with my Tap, exactly the same.We went through Voice training when I called Echo Help.","Positive"
"839","This all started as soon as Amazon started offering My Music, all their music for $7.99. The 1,000 albums I purchased need to be played on a competitors machine. I wasted the money for all those Albums plus the Cost of the Echo and the Tap. You might find them in the woods behind my house after I throw them out the back door.","Negative"
"840","Works great sounds great, only complaint was hard to set up did not want to go online, took awhile, but once online was all worth it,or i would have given five stars.","Positive"
"841","I FREAKING LOVE THIS!!! Makes life so much easier!!! You tell Alexa what you want and she will do it! I don't have any smart home accessories yet but the integrations are great! Will definitely be getting more accessories that work with Alexa.","Positive"
"842","Very very very happy with this purchase and cant wait to get it to do more!","Negative"
"843","Love it.","Positive"
"844","Alexa is a super friend, helpful companion and smarter than anyone I know!!","Positive"
"845","Works great !","Positive"
"846","I purchased my Echo 90 days ago at Best Buy. Setup was not hard, and Iw as able to invite my wife as a user on her phone as well.","Positive"
"847","Pros: The voice recognition is very good and alexa responds well from across the room to about 30 feet. The volume and sound quality (especially music) is good for the size of the package. Volume gets louder than I expected. Of course, when playing music loud you might have to get closer to the Echo for your voice to be heard, but no deducts for that!","Positive"
"848","The tasking capabilities I have found have a good mix. Many things I don't find useful others will.","Positive"
"849","Cons: The promise of integration is very good, however it only got 4 out 5 stars because of certain partnerships not in place yet. I use slacker radio and would like to see that integration. I would also like to see more news outlets available for selection, especially the NPR content. More skills content does get added all the time, but having a better way for customers to request features and track them would be nice.","Positive"
"850","Overall I like the device and find it useful. Suggested Enhancements are to allow for multiple shopping lists with user definable head topics...eg... My home depot shopping list is vastly different than my grocery list. Only supporting one list limits my ability. I also suggest that there be integration into iTunes so I can play from my shared desktop library via Wifi..so Bonjour access...same with Windows media player.","Positive"
"851","Bad connection issues and it has a hard time answering questions other than what the weather will be....I.E. measurements for cooking.","Negative"
"852","Love! Love! Love! Works perfectly! Sometimes it loses wireless connection but it's rare and gets connected again quickly. Understands our commands really well - even my southern accent!","Positive"
"853","It's a great device.","Positive"
"854","We love our Alexa! :) I use her a lot for playing music through my Amazon Prime account while I clean the house. The speakers are nice and can be very loud if you want them to be. I like that you can add items to your shopping list so that you don't forget to pick it up at the store. My kids like to ask her questions. They ask her anything from what the weather is going to be for the day to the definition of words etc. My daughter especially likes to play spelling bee and bingo with her. She is like another member of the family! Its a great purchase!!!","Positive"
"855","This is an awesome unit !! It programs very well and is spot-on with answers. I am enjoying it a lot. Good work Amazon !!!","Positive"
"856","We love this product!!! As soon as we got our Echo, we set it up & it has been absolutely excellent! Alexa rocks!","Positive"
"857","Where have you been my whole life Alexa???!!! Very happy I finally purchased this, worth every penny.","Positive"
"858","a lot of good feature. It does a lot if you have amazon prime. I not sure it will work without.. I do not use iit a lot because it has a hard time hearing me in my house configuration. They have smaller ones you get for other rooms but I understand that the sound is .not as good so you need a blue tooth speaker with them. If your just looking for a music player I would rather use my android because I can take it with me. It is a toy to me but it is a tool for other people.","Positive"
"859","Love it","Positive"
"860","I couldn't make up my mind between Amazon and Google. Decided on Amazon cause i already have a prime account. Can't say how much i LOVE this thing. I hadn't purchased one because i was waiting for apple, but that is just too long - should have purchased the Echo last year. So far so good - have had it for two days and can't believe how it's changed things for the better already. I highly recommend this product.","Positive"
"861","Maybe the best product we've ever purchased.  We bought our first Echo in the pre-sale and have been using it for more than a year.  We still ask Alexa for the weather every day.  We play music constantly and it sounds amazing.  Couldn't live without this.  That's why we bought 6 more echo dots and another full size echo.  We have a dot in each bedroom, the family room, and basement.  I'm not even sure where we will put this one, but I know we'll use it.  Best smart home product you can buy!","Positive"
"862","Love Alexa. I feel like I have company when home alone. I love convenience of searching for sales, and purchasing directly through Amazon. I also love that Alexa can read my kindle ebooks , as well as the audible books ,when I'm not up to reading. I just wish it was compatible with the Library audio books.  It,s so nice to just talk to Alexa to play music without having to do anything.  I love the sound quality of the Echo compared to the dot. The biggest problem is remembering how to access fife rent info.  You can't just say "" are eggs good for my dog to eat"". You have to be very specific and say:Alexa,ask Doctor dog if eggs are good for my dog"". I have to keep a cheat sheet of the skills and how to ask questions in order to get the results I want.","Positive"
"863","Great gift as well!  This would be perfect for literally anyone!  It's so easy to use.","Positive"
"864","This is the coolest thing I have bought in a long time. :)","Positive"
"865","Bought this for my wife, she loved the white color.  The Amazon echo is great!","Positive"
"866","My perfect office companion -- love to stream music (either from services or from my bluetooth ipod) and to have it at the ready to answer questions while I am typing a document..... a great product!","Positive"
"867","I should have purchased this when I received my invitation, oh well I still got in on sale. Most of you already know what an Alexa or Echo is so I'll try to spare some of the redundancy. The Echo is a great companion to anyone who wants information, news, sports scores, music, smart home capabilities (that's gonna cost you), and even pizza delivered by the sound of your voice.","Positive"
"868","Setup is easier than I thought, you'll want to have your smartphone handy as you'll need the Alexa app. Once she's connected to the cloud (internet) it's great, for the most part.","Positive"
"869","Alexa is always learning, but she definitely does not have her Master's degree quite yet, unfortunately Google's search engine is superior to that of the Bing powered Alexa. One can get frustrated when asking questions about simple subjects that a Google search will perform in 2 seconds or less, but this isn't a Google product, so my expectations are less. Often don't be surprised if you hear ""Sorry I didn't understand the question I heard"" We are so used to automation and the ability to get information from our devices instantly and accurately, Alexa is slowly catching up and closing the Gap.","Positive"
"870","Some positive points:","Positive"
"871","- Decent sound quality for a Bluetooth speaker, but if you're looking for top notch Bluetooth sound, consider the Echo Dot which allows you to connect your own speakers.","Positive"
"872","such a great piece of electronics. this is fun and to use. would tell everyone to buy","Positive"
"873","- She hears quite well, and once you understand how to address Alexa, she seemingly will understand you. If you have background noise (even music from the echo), this will definitely undermine the ability for Alexa to do things like control volume, you'll either shout at her or cave and purchase the remote.","Negative"
"874","- it's always listening waiting for the wake word ""Alexa"" or 2 other slectable words.","Negative"
"875","-It actually looks cool, the blue hues of the light rings are just awesome when she responds.","Positive"
"876","-She's always getting smarter....be patient.","Positive"
"877","Ok gripe time!! This will not replace your pc, tablet, smartphone, etc, nor should it especially at this price point.","Negative"
"878","I've invested quite a bit into TP-Link smart plugs and wifi light bulbs, my biggest issue with home automation is that Alexa doesn't always make the device turn on, even with her signature confirmation ""ok"", my table lamp is still off, so I've had to ask a second and even third time. The other issue is that she can't always find the device and/or doesn't understand the name you assigned the device. This should be simple, but she confuses simple words like bureau, night stand, fan, etc. So you'll get the I'm sorry routine. Sometimes I want to just manually turn my lights and accessories on from the sheer frustration!!!!!!!! Yelling at her obviously won't help and at some point you forget your talking to a computer!! Her voice recognition and parsing, particularly with my above mentioned devices is troublesome, and I do not fault third parties. I've named each device properly, checking the spelling, renaming, and researching issues....sometimes she just won't understand. I have gone through the voice training process, my English and diction are just fine as well, you'll have to trust me on that, lol.","Positive"
"879","All in all,  it's a great product that will hopefully get smarter overtime. As for home automation, I wouldn't break the bank just yet, it's still costly and the technology is surprisingly infantile for 2016....bulky smart plugs that are merely on/off switches!","Positive"
"880","Sometimes you'll like interacting with Alexa as if she's human, and sometimes you'll actually get angry, but this is Artificial intelligence, and it's easy to get caught up in it all....so keep your iPhone or Android around for when she simply won't cooperate and time is of the essence.","Positive"
"881","Purchased 3 units and have installed 2 of them.  One works great but the other loses its connection frequently.  One more time and I'm sending it back!","Positive"
"882","- Setting alarms (I have a skill to make it also ring my phone when the alarm goes off)","Positive"
"883","- Play me an A so I can tune my violin (""Alexa, ask the pianist to give me an A"")","Positive"
"884","- Play podcasts, but only if I don't care which episode and am not going to be too picky about it.","Negative"
"885","- Play audiobook from Audible","Positive"
"886","- Easy Apple TV compatibility (without having to buy that extra thing)","Positive"
"887","- Ability to play specific podcast episodes, continue podcasts where you left off, etc. The podcast function is severely limited!","Negative"
"888","- Better voice recognition and ability to understand what I'm saying. It plays the wrong music a lot of the time, especially if it's not pop I'm asking for.","Positive"
"889","- Could read my text messages or mail, or better yet, send text messages.","Positive"
"890","- It's annoying that the reminders to into a ""to do list"" on my Evernote rather than going off as reminders at a certain time. Like if I say ""Alexa, remind me to feed the cat at 8pm,"" it doesn't ring or anything; just goes on a to-do list that I'll never ever check.","Positive"
"891","Overall, I love her though ;) Honestly, once you have an Echo, it's kind of like having another friend in the house...","Positive"
"892","One of my best purchases ever!","Positive"
"893","You need to write out specific instructions for the various uses. Too much experimenting and trial and error.","Negative"
"894","Great sound and can get pretty loud for the size. I was surprised by the depth of range it can produce. It's nice being able to listen to a quick news briefing in the morning when I'm getting ready.","Positive"
"895","I got this thinking it would be a good thing...but after a few days I have found that it is a waste of money!!! :(","Positive"
"896","Convenient and easy to use","Positive"
"897","In the first initial days of use, but so far, love the product. The audio clarity, volume, and bass is decent given its size. It's responsive and accurate - misunderstandings are rare. Functionality for me is mostly limited to playing music from Amazon Music Unlimited, playing radio, and alarm clocks... but I look forward to trying out the online shopping, ordering delivery food, and e-books/podcast functionality. Amazon is continuously developing / upgrading it's functionality and can't wait to see what's next. Personally, would love to see a ""guitar tuner"" app :)","Positive"
"898","couldn't love this product more!","Positive"
"899","I love this speaker as a product. I got introduced to this product by a friend and was very intrigued because of the multi use of it (A bluetooth speaker, voice commands, timer, etc.) Although the sound itself isn't the best (other speakers are better) I definitely think that the sound is good and I don't really have complaints on that. My only complaint and warning to future buyers is that I wanted to use Spotify through my speaker but you have to have Spotify premium in order to use it through the speaker. I did not see this any where on the description or anything, and only found out when I was setting it up. I thought I was gonna have to return it but luckily I was already thinking of getting premium and decided now was time. But they didn't make that clear, and it was very frustrating. Other than that I am very happy I purchased it and I like it even more because I got it on sale!","Positive"
"900","THANK YOU","Positive"
"901","Works great, but need to keep expectations in line. Some more complex operations takes a little work to understand how to work. Such as using the other applications it supports. They can be a little troublesome because you  have to remember how to activate them, which is not as simple as using Alexa's builtin features. I always seem to forget each app's special ""word"" that activates them.","Positive"
"902","Things that I found useful and work quite well, ordering things I buy on a regular on Amazon works great. I keep it in my kitchen and order coffee when it runs out. For the most part I have found after the initial novelty of it wore off, I only use it for a few things, ordering things, listening to music, and listening to audible books. Good for shopping list too, if you use an app that works with it.","Positive"
"903","My biggest complaint with this is the kids yelling ""Alexa"" 4000 times day to get it to tell them jokes or play music, but other than that it works ok.  It doesn't always understand what is asked and even after several attempts, it just doesn't get it.  I think for stuff you ask regularly it works great.  I think it is more of a toy than something I would say is totally necessary or even super useful.  My family likes it more than I do.","Positive"
"904","I just got Alexa and I'm not thrilled with it yet, I'm toying with the idea of returning it. I wish I liked it better. For the price I just don't see what it does that's so great.","Positive"
"905","It's a very expensive personal assistant that plays music. I question why I bought it, daily.","Negative"
"906","Summary; Yes, it works very well, but with limited capacity and so so sound quality.  Super cool although not quite what I hoped for.  Your results may vary.","Positive"
"907","Very helpful! We love it!","Positive"
"908","Alexa is amazing!  Love this product!!","Positive"
"909","Seems to work well with occasional glitches.  Great at listening to music and turning on and off my lights (after setup).  Price point is about right and the quality of Echo build is good.  This review would be 4 stars overall but due to Alexa's political rants and slant about the US presidential election - one star.  Amazon- Please keep politics out of your products!! :(.  When I ask for the news I don't want to hear a sore loser's rant or opinions....I want to to hear news.","Positive"
"910","Exceeded our expectations!!!!  Love it!","Positive"
"911","Great Product..Loved it.","Positive"
"912","She is wonderful, but she comes up short in a couple of areas. Sometimes I'll ask for a fun fact from Fun Facts and she'll have one but I don't catch all of it. I'll ask her to repeat the fun fact and she doesn't understand the question she heard. She should be able to understand repeat. Also, she doesn't understand if I ask her to open Random Fact instead of Random Facts.  Some of the skills are really lame and should have been checked by Amazon.","Positive"
"913","That being said, she is a wonderful toy and has a great speaker.","Positive"
"914","We love the echo so much, we bought one for a techie friend for her birthday.  She can't wait to control her lights, play music, and play games with Alexa!","Positive"
"915","If you are looking for hands-free way of accessing Amazon content (music, deals, shipment info, etc.) and the most basic assistance (math, measurements, weather, etc.) - AND - you are alone or don't mind shushing everyone in the house; then the Echo works. If you are looking for a smart device that can answer questions outside of Amazon's prepared questions/responses, then wait for something better. ""I'm sorry, but I can't find the answer to your question"" is the most common response I get from Alexa. Using ""OK Google"" on my phone works for everything I've tried with Alexa that she/it couldn't do. My kids are really frustrated with Alexa's inability to answer questions and I'm tired of being a professional shusher.","Negative"
"916","Installed this last night.  So far this is an amazing product.  We have embarked on making our home ""smart.""  This is a great product so far - it recognizes my voice and my husbands.  I often have trouble with voice activated devices misunderstanding me, but so far Alexa seems not to have too much trouble.  We are still exploring all this device has to offer will update as we gain more experience with it.  I asked for a genre of music I haven't heard in a long time and instantly picked all my favorites for that timeframe.  We are building our first shopping list, and added our first alarm - we will see how that goes in the morning.  We will update as we learn more.","Positive"
"917","Amazon knocked this one out of the park. I have my favorite genre (All 60's from Prime Music). I grew up in the 50's and 60's listening to the radio. I located the Echo in our kitchen since I spend a lot of time there cooking. I also have a little 9"" TV in the kitchen but I found it too difficult to watch a good scripted series like ""Westworld"" (HBO) where I have to listen closely. My favorite alternative use is as my second (and sometimes third) kitchen timer.","Positive"
"918","Very good sound quality.....takes up very little space, and that's a plus!","Positive"
"919","Doesn't work well in Germany. Couldn't perform a simple Websearch or link to the music library. Google home is much better.","Positive"
"920","This made an awesome gift to my parents","Positive"
"921","They are loving it","Positive"
"922","We love this Echo. We put this Echo in our living area. Perfect if your family like different types of music. Just ask Alexa what you want and in seconds it there. It's make's it easy to ask weather in my area, current news, shopping list etc. Great quality and she works every time. We love it so muck I bought the 2nd generation foe our bedroom and one for my grandson for Christmas. I would recommend this product.","Positive"
"923","Great piece of technology and where the future is going. I love showing people how it works and how it can work for them.","Positive"
"924","I really love my Amazon Echo. So much information is just a gew words away. Paired with the Amazon music unlimited service any song is instantly playing in seconds.","Positive"
"925","Underwhelmed, I'm having difficulties with it connecting to the TV and most times the answers to my question Alexa doesn't understand.","Negative"
"926","Works great and I love it.  It updates itself so it stays current and learns new things all the time.  Great product!","Positive"
"927","Not sure yet...when it is working it is great, but there are times when there is no response or inaccurate response. Not sure if it has to do with our low internet speed, which is the highest we can get in our woodsy area.","Negative"
"928","Alexa is wonderful. The AI in Alexa is very quick and intuitive. The only reason I didn't give five stars: (1) the sound is not the best. It's sound is at a mediocre level. (2) it doesn't directly connect to Apple music on its own.","Positive"
"929","Got a Dot but wanted a bigger sound. Love it!","Positive"
"930","Great tech","Positive"
"931","perfect","Positive"
"932","Update: Ok, now that I've used the echo for several months, it seems to be glitching on a weekly basis now. Every so often, the timer (used daily) won't stop, no matter what I say. I have to press a button on top of the unit in order for the sound to stop. This also happened last week when playing music. Maybe the unit just needs to be restarted periodically like any computer. I will try resetting once every other week and see what happens.","Positive"
"933","Great conversational piece. I think my guests use the echo more than I. When a friend stayed over last month, I used the echo to play music in the evening. In much the same situation as getting an ipad, she then asked the device all kinds of silly questions, such as ""Do you have a boyfriend? Do you like me? What's the meaning of life? What's your favorite color?"" etc etc. It doesn't seem to be able to answer most informational questions, such as ""When my niece stayed over this past weekend, I asked the echo for a weather forecast and my niece promptly wanted to know if the echo would answer her math questions, which it did. I didn't even know the device could do that. I wish there were some way of using some code word to put the device to sleep and reactivate on command.","Positive"
"934","The features I use the most are the timer, alarm (can only set one), weather forecast, play radio or music, listen to books on audible, movie showtimes and calendar appointments.","Negative"
"935","The only issue is I have to be in direct line of sight, within seven feet for the microphones to pickup. Even then, sometimes I have to really project my voice or yell multiple times before it would turn on.","Negative"
"936","I bought the Amazon Echo as a novelty thing. I had no idea how useful and entertaining this device would become. It has replaced my alarm clock, my radio, and my calendar just to name a few. It easily tied it into my home automation system and is now used it to control the thermostat and the lights in my home. It's Bluetooth pairs with my cell phone and PC computers to act as a speaker for those devices when I want. I love how easy it is to set appointments, reminders, and make task lists. I highly recommend it for anyone.","Positive"
"937","She is quite interesting ,. Still leaning about her. But I do enjoy her.","Positive"
"938","I love it","Positive"
"939","!disappointed I bought this item because I thought I would like it… It's like other sites and I will see device I even bought the battery thing that goes with it the cost and extra 50 bucks but after a very short time it stopped working I don't know what was wrong with it it never fail or anything like that so it was an expensive mistake buying it.","Negative"
"940","This is a great product..I am still figuring out all of its uses!","Positive"
"941","Love it.  Didn't think I would become dependent on it for doing thing but I have.  Speaker can get nice and loud.","Positive"
"942","Awesome!","Positive"
"943","Had it just a few days. I love telling it what music to play -- even from bed -- and comes up with a good playlist.","Positive"
"944","I got the white one and am glad I did, it looks so sharp.","Positive"
"945","Speaker quality much better than my laptop.","Positive"
"946","Coolest pet ever!!","Positive"
"947","Amazing! Outstanding! We love it!","Positive"
"948","Very good product","Positive"
"949","Love it !!!! Fun to have !!!","Positive"
"950","Christmas gift for my lady .she loves it and so do I","Positive"
"951","This is the greatest thing I have ever purchased and I mean that!  It controls my lights, it does my grocery list, it plays any and all songs I ask it to.  This device should be much more expensive than it is. I should be a rep for Alexa.  I have had numerous friends purchase it in the last few days since I have received mine in the mail.  Control your AC? Check.  Control your Sprinklers? Check.  Since it's connected to the internet you can ask it anything.  My kids use it to help them with their homework.  BUY IT!!!!!!!","Positive"
"952","After set up. Super cool.","Positive"
"953","Lots of fun.  The music is exceptional!  Still teaching her skills.  Still limited usefulness but a lot of fun.  Easy to set up, responds to all voices, the sound quality is much better than expected.","Positive"
"954","Love it ..love it...love it.","Positive"
"955","Love it. Easy to set up and use . The sound quality isn't bad either-","Positive"
"956","Not enough good answers","Positive"
"957","Love it","Positive"
"958","The wife loves it","Positive"
"959","Wife & I enjoy playing music to sleep by each evening. Use various artists. Wife is starting to play 'old time' radio dramas now.","Positive"
"960","Absolutely amazing and wonderful ~","Positive"
"961","Excellent product....I have a good time using alexa.  Can't wait to see what the future has in store .","Positive"
"962","My husband is jealous of my new BFF, Alexa.  She sings to me, plays ""Word Master"" and ""Jeopardy"" with me, and at the end of the day, just as I am saying ""good night"" she responds with ""sweet dreams"".  As if that were not enough, she has also inspired me to learn more about IFTTT.com so that as our relationship evolves she'll be able to send me text messages as well!!","Positive"
"963","We think this is so much fun!  The only complaint is that we still haven't figured how to use all of Alexa's uses.  The iPhone has the app but I haven't figured out a way to sync my playlists with Alexa as it wants to use Amazon Music which is fine.","Positive"
"964","The Echo looked as if it was brand new and it works as if it is.  Also it saved my some money.","Positive"
"965","This device simply stopped working after a year. I cannot endorse this product even though it was fun while it worked! Very disappointed that Amazon will not even give a discount towards a new device even though this is from 2015.","Positive"
"966","Love it!","Positive"
"967","This is one of the greatest purchases ever!","Positive"
"968","Does not know answers to questions asked you have to open skills for this thing a lot to remember on the owners part would return but it's to late.","Positive"
"969","Love it. Alexa is my new best friend.","Positive"
"970","Love this thing!","Positive"
"971","I don't know even where to begin with this little gem. This has made life so much more enjoyable and very very handy in the kitchen. Just the timer feature alone is great. The voice recognition is amazing...and the multi mics to register all over the room...priceless. Tapping into my music collection and access to my personal calendar as well as driving status for my morning commutes, this is a great piece of tech that keeps getting better all the time. I sugest getting to to how to use the IFTTT app out there. It offers so many different things you can use with the Echo. I am very happy and am considering another one, maybe the Dot if I can justify it. If I could unplug this and run it room to room it would be perfect but we will leave that for another debate. Right now my whole family loves this little cylinder and that makes me very happy...even if the Mrs. only play country music with it:)","Positive"
"972","We've had lots of fun with Alexa so far.  Biggest uses so far, turning lights off and on hands free and impromptu dance parties in the living room with the kids.","Positive"
"973","Really great gadget","Positive"
"974","Rubbish. It can'd do anything useful unless you are tied in with Amazon's various music software accounts and so on so if you ask it to play a song from the internet - it can't do it. If you ask it say ""what sound does a cow make"" if can't do it. It is like a terrible version of google's search engine basically. Moreover, it doesn't work when you are abroad in another country. You can't even download the mandatory app as it is IP restricted!!! I've put my alex in a corner unplugged where it will remain I'm afraid. Complete and utter waste of money and effort.Don't buy this, I'm told the google version should be better but who knows.","Positive"
"975","I LOVE MY ECHO !!","Positive"
"976","I am using Wemo in conjunction with it to control all my lights and fans.","Positive"
"977","Love my Echo!!!!!!!! It can basically tell you anything you need to know.  And plays almost any music you request. After buying mine, I purchased one for a gift for a friend.","Positive"
"978","It is so much easier to tell Alexa to turn everything on or off than running around the house flipping switches !","Positive"
"979","I highly recommend it.","Positive"
"980","Love love it!!!","Positive"
"981","fun product","Positive"
"982","She's great and fun.","Positive"
"983","Certified Refurbished = pile of junk that doesn't work.","Negative"
"984","Apparently they grab an item out of the junk pile, stick it in a box and send it out, calling it ""Certified Refurbished"".","Negative"
"985","The thing has no sound, I can't believe someone actually ""certified"" this when they didn't hear a sound come out of it.","Positive"
"986","Waste of time - won't even consider a replacement.","Negative"
"987","Alexa on the echo is nearly perfect. She has trouble answering questions that you would do a quick Internet search for hopefully they update soon with a better search engine algorithm. Then I would give it a higher rating.","Positive"
"988","Continue to be very happy with this purchase. The skills continue to grow and overall very pleased. Would recommend.","Positive"
"989","She can answer simple questions like what the zip code is in a particular city and state.  Or how much calcium is in a glass of milk.  You can only use the calendar function if you have gmail.  I added and downloaded Gmail and it still doesn't work.  This is a glorified speaker.","Positive"
"990","Well, it so far has been 15 min. Of fun.  Alexa didn't know Trump won the election?  She not real smart! So far.  Love concept hope it gets better ,but may not keep if she does not come up with some answers.  Sorry","Positive"
"991","So I will be the first to admit that the Echo is great.  It is great for adults.  With kids-- it is not.  Our kids are 5 and 6 and have learned to ask it to play some titles that they think are funny (and they are- but I don't want my kids to sing the explicit version of Baby Got Back at school).","Positive"
"992","Amazon figured out pretty quickly that you can enable it to require a password for ordering things.  That is helpful.","Positive"
"993","If the Alexa app would have a way for me to block certain songs--- it would have 5 stars.  As for now-- it sits unplugged on a shelf.","Positive"
"994","I am going to give the Google version of this thing a shot.","Negative"
"995","love it","Positive"
"996","LOVE the Amazon Echo!!!!","Positive"
"997","Thanks, it's awesome","Positive"
"998","It`s OK, definitely not a BOSE for sure","Positive"
"999","Although the Amazon Echo and other devices are still learning from their programmers, it is quite an amazing device. I enjoy listening to my morning flash briefing from several sources and using the home automation and music features the most.","Positive"
